,index,Species,Year,Location,Nesting Success Rate
603,2772,Eastern Bluebird,2016,OK,78.60
604,2773,Eastern Bluebird,2016,PA,66.10
605,2775,Eastern Bluebird,2016,SC,82.10
606,2777,Eastern Bluebird,2016,TN,74.40
607,2778,Eastern Bluebird,2016,TX,72.10
608,2779,Eastern Bluebird,2016,VA,73.70
609,2781,Eastern Bluebird,2016,WI,75.90
610,2782,Eastern Bluebird,2016,WV,54.30
611,2783,Western Bluebird,2016,CA,83.20
612,2784,Western Bluebird,2016,CO,89.80
613,2788,Western Bluebird,2016,OR,12.20
614,2790,Mountain Bluebird,2016,AB,90.70
615,2791,Mountain Bluebird,2016,CO,86.80
616,2792,Mountain Bluebird,2016,ID,89.50
617,2794,Mountain Bluebird,2016,UT,75.00
618,2818,American Robin,2016,MI,50.00
619,2824,American Robin,2016,NY,64.30
620,2825,American Robin,2016,OH,72.20
621,2827,American Robin,2016,PA,65.20
622,2833,American Robin,2016,WI,73.30
623,2840,House Sparrow,2016,DE,31.80
624,2843,House Sparrow,2016,MA,16.40
625,2844,House Sparrow,2016,MD,5.60
626,2845,House Sparrow,2016,MI,5.30
627,2848,House Sparrow,2016,ND,0.00
628,2851,House Sparrow,2016,NY,18.40
629,2852,House Sparrow,2016,OH,4.20
630,2853,House Sparrow,2016,PA,5.60
631,2857,House Sparrow,2016,WI,0.00
632,2873,House Finch,2016,NC,58.30
633,2944,Prothonotary Warbler,2016,OH,76.70
634,2979,Wood Duck,2015,IL,72.70
635,2988,Wood Duck,2015,WI,61.50
636,2994,Hooded Merganser,2015,WI,55.90
637,3002,Mourning Dove,2015,CA,56.30
638,3089,American Kestrel,2015,CA,90.90
639,3097,American Kestrel,2015,VT,90.50
640,3098,American Kestrel,2015,WI,81.00
641,3103,Gray Flycatcher,2015,WA,27.10
642,3131,Eastern Phoebe,2015,WI,72.70
643,3136,Ash-throated Flycatcher,2015,CA,63.60
644,3137,Ash-throated Flycatcher,2015,CO,87.50
645,3139,Ash-throated Flycatcher,2015,TX,86.40
646,3169,Carolina Chickadee,2015,DE,72.70
647,3171,Carolina Chickadee,2015,GA,72.00
648,3173,Carolina Chickadee,2015,IN,78.60
649,3176,Carolina Chickadee,2015,MD,61.90
650,3179,Carolina Chickadee,2015,NC,73.90
651,3181,Carolina Chickadee,2015,OH,55.30
652,3182,Carolina Chickadee,2015,PA,47.10
653,3183,Carolina Chickadee,2015,SC,70.80
654,3184,Carolina Chickadee,2015,TN,66.70
655,3185,Carolina Chickadee,2015,TX,84.40
656,3186,Carolina Chickadee,2015,VA,81.80
657,3190,Black-capped Chickadee,2015,IL,50.00
658,3194,Black-capped Chickadee,2015,MA,67.50
659,3197,Black-capped Chickadee,2015,MI,66.70
660,3204,Black-capped Chickadee,2015,NY,60.70
661,3205,Black-capped Chickadee,2015,OH,50.00
662,3211,Black-capped Chickadee,2015,WI,76.70
663,3217,Mountain Chickadee,2015,CO,63.60
664,3220,Chestnut-backed Chickadee,2015,CA,76.90
665,3224,Oak Titmouse,2015,CA,50.00
666,3237,Tufted Titmouse,2015,SC,70.00
667,3239,Tufted Titmouse,2015,TX,82.60
668,3241,Black-crested Titmouse,2015,TX,80.40
669,3243,Purple Martin,2015,KS,78.60
670,3246,Purple Martin,2015,OH,74.40
671,3247,Purple Martin,2015,PA,33.30
672,3251,Tree Swallow,2015,AB,88.20
673,3252,Tree Swallow,2015,MB,100.00
674,3257,Tree Swallow,2015,CA,79.50
675,3258,Tree Swallow,2015,CO,76.10
676,3260,Tree Swallow,2015,DE,79.60
677,3262,Tree Swallow,2015,ID,79.20
678,3263,Tree Swallow,2015,IL,86.10
679,3264,Tree Swallow,2015,IN,93.80
680,3265,Tree Swallow,2015,KS,50.00
681,3266,Tree Swallow,2015,KY,86.50
682,3267,Tree Swallow,2015,MA,64.20
683,3268,Tree Swallow,2015,MD,67.20
684,3269,Tree Swallow,2015,ME,40.80
685,3270,Tree Swallow,2015,MI,80.80
686,3271,Tree Swallow,2015,MN,85.10
687,3272,Tree Swallow,2015,MO,81.80
688,3275,Tree Swallow,2015,ND,26.10
689,3276,Tree Swallow,2015,NH,28.60
690,3277,Tree Swallow,2015,NJ,74.50
691,3279,Tree Swallow,2015,NY,80.80
692,3280,Tree Swallow,2015,OH,80.00
693,3282,Tree Swallow,2015,PA,73.70
694,3284,Tree Swallow,2015,TN,84.60
695,3285,Tree Swallow,2015,UT,85.30
696,3286,Tree Swallow,2015,VA,78.20
697,3289,Tree Swallow,2015,WI,81.10
698,3290,Tree Swallow,2015,WV,72.70
699,3291,Tree Swallow,2015,WY,47.40
700,3292,Violet-green Swallow,2015,CA,88.00
701,3293,Violet-green Swallow,2015,CO,68.00
702,3304,Barn Swallow,2015,MA,91.50
703,3311,Barn Swallow,2015,OH,93.30
704,3313,Barn Swallow,2015,TX,92.30
705,3321,White-breasted Nuthatch,2015,CO,76.90
706,3328,Brown-headed Nuthatch,2015,NC,75.00
707,3329,Brown-headed Nuthatch,2015,SC,66.70
708,3334,House Wren,2015,CA,45.50
709,3335,House Wren,2015,CO,84.80
710,3336,House Wren,2015,DE,86.80
711,3338,House Wren,2015,ID,92.90
712,3339,House Wren,2015,IL,82.60
713,3340,House Wren,2015,IN,50.00
714,3344,House Wren,2015,MA,82.00
715,3345,House Wren,2015,MD,68.50
716,3347,House Wren,2015,MI,77.20
717,3348,House Wren,2015,MN,80.00
718,3349,House Wren,2015,MO,83.30
719,3354,House Wren,2015,NJ,85.70
720,3356,House Wren,2015,NY,73.20
721,3357,House Wren,2015,OH,75.20
722,3359,House Wren,2015,PA,65.30
723,3364,House Wren,2015,VA,79.40
724,3366,House Wren,2015,WI,92.10
725,3367,House Wren,2015,WV,76.90
726,3376,Carolina Wren,2015,MD,58.80
727,3383,Carolina Wren,2015,SC,66.70
728,3385,Carolina Wren,2015,TX,78.60
729,3388,Bewick's Wren,2015,TX,83.30
730,3433,Eastern Bluebird,2015,AL,63.20
731,3437,Eastern Bluebird,2015,DE,92.10
732,3438,Eastern Bluebird,2015,FL,77.60
733,3439,Eastern Bluebird,2015,GA,83.00
734,3441,Eastern Bluebird,2015,IL,79.30
735,3442,Eastern Bluebird,2015,IN,78.00
736,3443,Eastern Bluebird,2015,KS,77.00
737,3444,Eastern Bluebird,2015,KY,71.40
738,3446,Eastern Bluebird,2015,MA,79.60
739,3447,Eastern Bluebird,2015,MD,77.20
740,3449,Eastern Bluebird,2015,MI,80.30
741,3450,Eastern Bluebird,2015,MN,69.20
742,3451,Eastern Bluebird,2015,MO,74.10
743,3452,Eastern Bluebird,2015,MS,93.00
744,3453,Eastern Bluebird,2015,NC,71.70
745,3455,Eastern Bluebird,2015,NH,72.70
746,3456,Eastern Bluebird,2015,NJ,82.90
747,3457,Eastern Bluebird,2015,NY,77.10
748,3458,Eastern Bluebird,2015,OH,79.10
749,3460,Eastern Bluebird,2015,PA,80.20
750,3462,Eastern Bluebird,2015,SC,74.10
751,3463,Eastern Bluebird,2015,TN,70.60
752,3464,Eastern Bluebird,2015,TX,76.40
753,3465,Eastern Bluebird,2015,VA,83.20
754,3466,Eastern Bluebird,2015,WI,84.00
755,3467,Eastern Bluebird,2015,WV,73.80
756,3468,Western Bluebird,2015,CA,82.00
757,3469,Western Bluebird,2015,CO,74.50
758,3470,Western Bluebird,2015,ID,74.40
759,3473,Western Bluebird,2015,OR,40.50
760,3476,Mountain Bluebird,2015,AB,83.80
761,3478,Mountain Bluebird,2015,CO,82.40
762,3479,Mountain Bluebird,2015,ID,95.50
763,3481,Mountain Bluebird,2015,UT,73.90
764,3482,Mountain Bluebird,2015,WY,76.90
765,3502,American Robin,2015,MI,52.90
766,3511,American Robin,2015,NY,65.00
767,3512,American Robin,2015,OH,54.50
768,3513,American Robin,2015,PA,47.40
769,3520,American Robin,2015,WA,63.60
770,3521,American Robin,2015,WI,36.40
771,3531,House Sparrow,2015,DE,10.70
772,3533,House Sparrow,2015,MA,12.80
773,3534,House Sparrow,2015,MD,20.00
774,3535,House Sparrow,2015,MI,2.50
775,3540,House Sparrow,2015,NY,9.10
776,3541,House Sparrow,2015,OH,8.80
777,3542,House Sparrow,2015,PA,27.30
778,3543,House Sparrow,2015,TN,3.60
779,3544,House Sparrow,2015,TX,61.10
780,3546,House Sparrow,2015,WI,0.00
781,3615,Prothonotary Warbler,2015,OH,88.50
782,3659,Wood Duck,2014,WI,73.20
783,3665,Hooded Merganser,2014,WI,72.20
784,3721,Red-tailed Hawk,2014,OH,78.60
785,3722,Barn Owl,2014,CA,53.30
786,3749,American Kestrel,2014,CA,72.70
787,3754,American Kestrel,2014,VT,100.00
788,3755,American Kestrel,2014,WI,83.30
789,3758,Gray Flycatcher,2014,WA,35.80
790,3776,Eastern Phoebe,2014,NY,64.30
791,3788,Ash-throated Flycatcher,2014,CA,73.10
792,3789,Ash-throated Flycatcher,2014,CO,77.40
793,3790,Ash-throated Flycatcher,2014,TX,85.30
794,3801,Gray Vireo,2014,NM,38.90
795,3814,Carolina Chickadee,2014,GA,76.20
796,3815,Carolina Chickadee,2014,IN,72.70
797,3817,Carolina Chickadee,2014,KY,66.70
798,3819,Carolina Chickadee,2014,MD,52.80
799,3821,Carolina Chickadee,2014,NC,69.40
800,3823,Carolina Chickadee,2014,OH,45.00
801,3825,Carolina Chickadee,2014,PA,20.00
802,3826,Carolina Chickadee,2014,SC,76.20
803,3827,Carolina Chickadee,2014,TN,69.20
804,3828,Carolina Chickadee,2014,TX,74.40
805,3829,Carolina Chickadee,2014,VA,69.60
806,3837,Black-capped Chickadee,2014,MA,86.70
807,3839,Black-capped Chickadee,2014,MI,73.30
808,3844,Black-capped Chickadee,2014,NY,61.90
809,3845,Black-capped Chickadee,2014,OH,50.00
810,3851,Black-capped Chickadee,2014,WI,76.90
811,3857,Mountain Chickadee,2014,CO,57.10
812,3861,Chestnut-backed Chickadee,2014,CA,74.10
813,3865,Oak Titmouse,2014,CA,87.80
814,3877,Tufted Titmouse,2014,SC,76.50
815,3879,Tufted Titmouse,2014,TX,93.80
816,3881,Black-crested Titmouse,2014,TX,81.00
817,3882,Purple Martin,2014,KS,81.80
818,3883,Purple Martin,2014,MD,58.80
819,3886,Purple Martin,2014,OH,86.10
820,3887,Purple Martin,2014,PA,52.50
821,3892,Tree Swallow,2014,AB,88.60
822,3897,Tree Swallow,2014,CA,78.90
823,3898,Tree Swallow,2014,CO,81.80
824,3900,Tree Swallow,2014,DE,83.20
825,3903,Tree Swallow,2014,ID,54.10
826,3904,Tree Swallow,2014,IL,73.50
827,3905,Tree Swallow,2014,IN,92.30
828,3906,Tree Swallow,2014,KS,79.20
829,3907,Tree Swallow,2014,KY,81.00
830,3908,Tree Swallow,2014,MA,80.10
831,3909,Tree Swallow,2014,MD,74.70
832,3910,Tree Swallow,2014,ME,75.60
833,3911,Tree Swallow,2014,MI,84.90
834,3912,Tree Swallow,2014,MN,76.70
835,3913,Tree Swallow,2014,MO,68.80
836,3916,Tree Swallow,2014,NH,94.10
837,3917,Tree Swallow,2014,NJ,76.60
838,3918,Tree Swallow,2014,NY,71.10
839,3919,Tree Swallow,2014,OH,79.80
840,3921,Tree Swallow,2014,PA,79.10
841,3923,Tree Swallow,2014,TN,83.90
842,3924,Tree Swallow,2014,UT,75.00
843,3925,Tree Swallow,2014,VA,72.20
844,3927,Tree Swallow,2014,WI,63.00
845,3928,Tree Swallow,2014,WV,81.80
846,3929,Tree Swallow,2014,WY,76.90
847,3930,Violet-green Swallow,2014,CA,90.00
848,3931,Violet-green Swallow,2014,CO,67.10
849,3941,Barn Swallow,2014,MA,92.70
850,3943,Barn Swallow,2014,MI,100.00
851,3950,Barn Swallow,2014,PA,95.00
852,3951,Barn Swallow,2014,SC,80.00
853,3952,Barn Swallow,2014,TX,61.90
854,3959,White-breasted Nuthatch,2014,CO,84.60
855,3970,Brown-headed Nuthatch,2014,NC,78.60
856,3971,Brown-headed Nuthatch,2014,SC,70.60
857,3973,House Wren,2014,CA,100.00
858,3974,House Wren,2014,CO,71.70
859,3976,House Wren,2014,DE,68.60
860,3979,House Wren,2014,IL,81.80
861,3983,House Wren,2014,MA,85.70
862,3984,House Wren,2014,MD,66.00
863,3986,House Wren,2014,MI,82.60
864,3987,House Wren,2014,MN,37.50
865,3992,House Wren,2014,NJ,70.60
866,3993,House Wren,2014,NY,72.50
867,3994,House Wren,2014,OH,72.10
868,3996,House Wren,2014,PA,81.60
869,4000,House Wren,2014,VA,78.40
870,4003,House Wren,2014,WI,84.80
871,4004,House Wren,2014,WV,57.10
872,4008,Carolina Wren,2014,FL,76.90
873,4021,Carolina Wren,2014,SC,82.80
874,4022,Carolina Wren,2014,TN,81.00
875,4023,Carolina Wren,2014,TX,86.10
876,4027,Bewick's Wren,2014,TX,72.10
877,4070,Eastern Bluebird,2014,QC,83.30
878,4071,Eastern Bluebird,2014,AL,75.50
879,4073,Eastern Bluebird,2014,CT,75.00
880,4074,Eastern Bluebird,2014,DE,86.30
881,4075,Eastern Bluebird,2014,FL,79.50
882,4076,Eastern Bluebird,2014,GA,77.60
883,4078,Eastern Bluebird,2014,IL,76.10
884,4079,Eastern Bluebird,2014,IN,87.80
885,4080,Eastern Bluebird,2014,KS,81.90
886,4081,Eastern Bluebird,2014,KY,76.20
887,4083,Eastern Bluebird,2014,MA,83.80
888,4084,Eastern Bluebird,2014,MD,76.90
889,4086,Eastern Bluebird,2014,MI,82.30
890,4087,Eastern Bluebird,2014,MN,65.70
891,4088,Eastern Bluebird,2014,MO,82.30
892,4089,Eastern Bluebird,2014,NC,82.20
893,4091,Eastern Bluebird,2014,NH,90.90
894,4092,Eastern Bluebird,2014,NJ,75.60
895,4093,Eastern Bluebird,2014,NY,77.20
896,4094,Eastern Bluebird,2014,OH,78.70
897,4095,Eastern Bluebird,2014,OK,90.90
898,4096,Eastern Bluebird,2014,PA,79.40
899,4097,Eastern Bluebird,2014,SC,73.20
900,4098,Eastern Bluebird,2014,TN,62.90
901,4099,Eastern Bluebird,2014,TX,75.00
902,4100,Eastern Bluebird,2014,VA,73.60
903,4101,Eastern Bluebird,2014,WI,81.90
904,4102,Eastern Bluebird,2014,WV,78.80
905,4104,Western Bluebird,2014,CA,81.20
906,4105,Western Bluebird,2014,CO,56.50
907,4106,Western Bluebird,2014,ID,71.40
908,4109,Western Bluebird,2014,OR,53.00
909,4112,Mountain Bluebird,2014,AB,85.70
910,4113,Mountain Bluebird,2014,CO,66.80
911,4114,Mountain Bluebird,2014,ID,94.10
912,4115,Mountain Bluebird,2014,UT,95.20
913,4138,American Robin,2014,MI,76.00
914,4145,American Robin,2014,NY,48.50
915,4146,American Robin,2014,OH,66.70
916,4149,American Robin,2014,PA,68.40
917,4157,American Robin,2014,WA,62.50
918,4163,House Sparrow,2014,DE,27.30
919,4165,House Sparrow,2014,IL,0.00
920,4168,House Sparrow,2014,MA,7.00
921,4169,House Sparrow,2014,MD,10.50
922,4170,House Sparrow,2014,MI,12.80
923,4175,House Sparrow,2014,NY,6.70
924,4176,House Sparrow,2014,OH,7.40
925,4179,House Sparrow,2014,TX,54.50
926,4184,House Finch,2014,CA,50.00
927,4200,House Finch,2014,TX,72.70
928,4241,Prothonotary Warbler,2014,OH,79.90
929,4275,Wood Duck,2013,IL,72.70
930,4279,Wood Duck,2013,MD,60.00
931,4286,Wood Duck,2013,WI,83.30
932,4349,Red-tailed Hawk,2013,OH,72.70
933,4350,Barn Owl,2013,CA,84.60
934,4367,White-headed Woodpecker,2013,WA,81.80
935,4371,American Kestrel,2013,CA,100.00
936,4377,American Kestrel,2013,VT,88.20
937,4379,American Kestrel,2013,WI,94.40
938,4412,Ash-throated Flycatcher,2013,CA,81.80
939,4413,Ash-throated Flycatcher,2013,CO,85.20
940,4414,Ash-throated Flycatcher,2013,TX,74.10
941,4436,Carolina Chickadee,2013,GA,87.00
942,4440,Carolina Chickadee,2013,MD,52.80
943,4442,Carolina Chickadee,2013,NC,40.00
944,4444,Carolina Chickadee,2013,OH,56.70
945,4447,Carolina Chickadee,2013,SC,72.30
946,4448,Carolina Chickadee,2013,TN,56.40
947,4449,Carolina Chickadee,2013,TX,82.70
948,4450,Carolina Chickadee,2013,VA,81.30
949,4459,Black-capped Chickadee,2013,MA,75.00
950,4466,Black-capped Chickadee,2013,NY,76.90
951,4474,Black-capped Chickadee,2013,WI,92.90
952,4477,Mountain Chickadee,2013,CO,66.70
953,4480,Chestnut-backed Chickadee,2013,CA,76.70
954,4482,Oak Titmouse,2013,CA,84.80
955,4497,Tufted Titmouse,2013,SC,81.50
956,4499,Tufted Titmouse,2013,TX,72.70
957,4500,Black-crested Titmouse,2013,TX,81.10
958,4503,Purple Martin,2013,MD,76.50
959,4506,Purple Martin,2013,OH,93.10
960,4507,Purple Martin,2013,PA,42.40
961,4513,Tree Swallow,2013,MB,74.40
962,4517,Tree Swallow,2013,CA,65.40
963,4518,Tree Swallow,2013,CO,79.30
964,4520,Tree Swallow,2013,DE,77.70
965,4523,Tree Swallow,2013,ID,66.20
966,4524,Tree Swallow,2013,IL,70.60
967,4527,Tree Swallow,2013,KY,76.50
968,4528,Tree Swallow,2013,MA,79.20
969,4529,Tree Swallow,2013,MD,73.70
970,4530,Tree Swallow,2013,ME,93.30
971,4531,Tree Swallow,2013,MI,79.20
972,4532,Tree Swallow,2013,MN,84.80
973,4533,Tree Swallow,2013,MO,83.30
974,4537,Tree Swallow,2013,ND,85.70
975,4538,Tree Swallow,2013,NH,70.00
976,4539,Tree Swallow,2013,NJ,87.00
977,4540,Tree Swallow,2013,NY,76.80
978,4541,Tree Swallow,2013,OH,76.20
979,4543,Tree Swallow,2013,OR,84.60
980,4544,Tree Swallow,2013,PA,59.60
981,4547,Tree Swallow,2013,UT,98.00
982,4548,Tree Swallow,2013,VA,84.30
983,4549,Tree Swallow,2013,VT,86.50
984,4551,Tree Swallow,2013,WI,83.90
985,4552,Tree Swallow,2013,WV,78.60
986,4553,Tree Swallow,2013,WY,42.30
987,4554,Violet-green Swallow,2013,CA,88.90
988,4555,Violet-green Swallow,2013,CO,67.20
989,4563,Barn Swallow,2013,MA,97.60
990,4568,Barn Swallow,2013,SC,63.60
991,4576,White-breasted Nuthatch,2013,CO,75.00
992,4582,Brown-headed Nuthatch,2013,SC,71.40
993,4587,House Wren,2013,CA,100.00
994,4588,House Wren,2013,CO,77.10
995,4591,House Wren,2013,DE,60.20
996,4595,House Wren,2013,IL,89.50
997,4599,House Wren,2013,MA,83.30
998,4600,House Wren,2013,MD,79.00
999,4601,House Wren,2013,MI,78.30
1000,4608,House Wren,2013,NJ,88.50
1001,4609,House Wren,2013,NY,69.60
1002,4610,House Wren,2013,OH,75.50
1003,4612,House Wren,2013,PA,55.60
1004,4617,House Wren,2013,VA,88.60
1005,4619,House Wren,2013,WI,83.30
1006,4628,Carolina Wren,2013,MD,69.20
1007,4635,Carolina Wren,2013,SC,75.00
1008,4636,Carolina Wren,2013,TN,71.40
1009,4637,Carolina Wren,2013,TX,81.30
1010,4641,Bewick's Wren,2013,TX,70.80
1011,4647,European Starling,2013,MD,0.00
1012,4681,Eastern Bluebird,2013,MB,66.70
1013,4683,Eastern Bluebird,2013,QC,83.30
1014,4684,Eastern Bluebird,2013,AL,76.20
1015,4686,Eastern Bluebird,2013,CT,60.00
1016,4687,Eastern Bluebird,2013,DE,68.80
1017,4688,Eastern Bluebird,2013,FL,64.70
1018,4689,Eastern Bluebird,2013,GA,79.20
1019,4690,Eastern Bluebird,2013,IA,90.50
1020,4691,Eastern Bluebird,2013,IL,77.80
1021,4692,Eastern Bluebird,2013,IN,89.30
1022,4693,Eastern Bluebird,2013,KS,74.50
1023,4694,Eastern Bluebird,2013,KY,82.20
1024,4696,Eastern Bluebird,2013,MA,78.30
1025,4697,Eastern Bluebird,2013,MD,87.50
1026,4699,Eastern Bluebird,2013,MI,77.30
1027,4700,Eastern Bluebird,2013,MN,67.60
1028,4701,Eastern Bluebird,2013,MO,79.50
1029,4702,Eastern Bluebird,2013,MS,94.10
1030,4703,Eastern Bluebird,2013,NC,77.40
1031,4707,Eastern Bluebird,2013,NJ,73.10
1032,4708,Eastern Bluebird,2013,NY,76.50
1033,4709,Eastern Bluebird,2013,OH,75.10
1034,4710,Eastern Bluebird,2013,OK,52.50
1035,4711,Eastern Bluebird,2013,PA,67.00
1036,4712,Eastern Bluebird,2013,SC,74.60
1037,4713,Eastern Bluebird,2013,TN,68.50
1038,4714,Eastern Bluebird,2013,TX,71.80
1039,4715,Eastern Bluebird,2013,VA,83.70
1040,4716,Eastern Bluebird,2013,VT,83.30
1041,4717,Eastern Bluebird,2013,WI,84.00
1042,4718,Eastern Bluebird,2013,WV,83.90
1043,4720,Western Bluebird,2013,CA,80.40
1044,4721,Western Bluebird,2013,CO,69.10
1045,4722,Western Bluebird,2013,ID,75.00
1046,4724,Western Bluebird,2013,OR,47.10
1047,4726,Mountain Bluebird,2013,CO,84.10
1048,4727,Mountain Bluebird,2013,ID,87.50
1049,4729,Mountain Bluebird,2013,UT,100.00
1050,4752,American Robin,2013,NY,76.50
1051,4753,American Robin,2013,OH,45.00
1052,4756,American Robin,2013,PA,65.20
1053,4762,American Robin,2013,WA,69.20
1054,4776,House Sparrow,2013,MA,22.70
1055,4778,House Sparrow,2013,MI,10.50
1056,4783,House Sparrow,2013,OH,19.50
1057,4786,House Sparrow,2013,PA,4.80
1058,4789,House Sparrow,2013,TX,23.50
1059,4792,House Sparrow,2013,WI,0.00
1060,4796,House Finch,2013,CA,73.30
1061,4867,Prothonotary Warbler,2013,OH,91.60
1062,4901,Wood Duck,2012,CA,92.90
1063,4902,Wood Duck,2012,IL,91.70
1064,4907,Wood Duck,2012,SC,81.80
1065,4969,Barn Owl,2012,CA,77.80
1066,4990,White-headed Woodpecker,2012,WA,92.30
1067,4995,American Kestrel,2012,CA,80.00
1068,5000,American Kestrel,2012,VT,86.70
1069,5026,Ash-throated Flycatcher,2012,CA,89.30
1070,5027,Ash-throated Flycatcher,2012,CO,87.00
1071,5030,Ash-throated Flycatcher,2012,TX,93.80
1072,5050,Carolina Chickadee,2012,MD,58.30
1073,5052,Carolina Chickadee,2012,NC,69.20
1074,5054,Carolina Chickadee,2012,OH,53.80
1075,5056,Carolina Chickadee,2012,PA,72.70
1076,5057,Carolina Chickadee,2012,SC,72.60
1077,5058,Carolina Chickadee,2012,TN,63.00
1078,5059,Carolina Chickadee,2012,TX,81.30
1079,5060,Carolina Chickadee,2012,VA,63.60
1080,5068,Black-capped Chickadee,2012,MA,78.60
1081,5071,Black-capped Chickadee,2012,MI,50.00
1082,5078,Black-capped Chickadee,2012,OH,61.90
1083,5089,Mountain Chickadee,2012,CO,87.50
1084,5090,Mountain Chickadee,2012,ID,75.00
1085,5094,Chestnut-backed Chickadee,2012,CA,78.30
1086,5097,Oak Titmouse,2012,CA,85.70
1087,5114,Tufted Titmouse,2012,TX,81.50
1088,5115,Black-crested Titmouse,2012,TX,88.90
1089,5119,Purple Martin,2012,OH,89.20
1090,5120,Purple Martin,2012,PA,25.40
1091,5124,Tree Swallow,2012,AB,93.10
1092,5125,Tree Swallow,2012,MB,68.90
1093,5129,Tree Swallow,2012,CA,82.40
1094,5130,Tree Swallow,2012,CO,81.30
1095,5133,Tree Swallow,2012,ID,74.60
1096,5134,Tree Swallow,2012,IL,75.90
1097,5135,Tree Swallow,2012,IN,71.40
1098,5136,Tree Swallow,2012,KS,100.00
1099,5137,Tree Swallow,2012,KY,93.80
1100,5138,Tree Swallow,2012,MA,74.50
1101,5139,Tree Swallow,2012,MD,65.90
1102,5141,Tree Swallow,2012,MI,74.90
1103,5142,Tree Swallow,2012,MN,87.00
1104,5143,Tree Swallow,2012,MO,85.00
1105,5145,Tree Swallow,2012,ND,68.40
1106,5146,Tree Swallow,2012,NH,63.60
1107,5147,Tree Swallow,2012,NJ,88.90
1108,5148,Tree Swallow,2012,NY,72.70
1109,5149,Tree Swallow,2012,OH,79.20
1110,5151,Tree Swallow,2012,OR,66.70
1111,5152,Tree Swallow,2012,PA,77.60
1112,5155,Tree Swallow,2012,TN,28.90
1113,5156,Tree Swallow,2012,UT,95.70
1114,5157,Tree Swallow,2012,VA,81.30
1115,5158,Tree Swallow,2012,VT,95.80
1116,5160,Tree Swallow,2012,WI,80.30
1117,5161,Tree Swallow,2012,WV,53.10
1118,5162,Tree Swallow,2012,WY,64.30
1119,5163,Violet-green Swallow,2012,CA,78.90
1120,5164,Violet-green Swallow,2012,CO,66.20
1121,5182,White-breasted Nuthatch,2012,CO,77.30
1122,5196,House Wren,2012,CA,76.90
1123,5197,House Wren,2012,CO,73.30
1124,5203,House Wren,2012,IL,67.40
1125,5206,House Wren,2012,MA,64.00
1126,5207,House Wren,2012,MD,53.80
1127,5208,House Wren,2012,MI,74.50
1128,5209,House Wren,2012,MN,84.60
1129,5214,House Wren,2012,NJ,60.00
1130,5215,House Wren,2012,NY,73.90
1131,5216,House Wren,2012,OH,70.70
1132,5217,House Wren,2012,OR,61.50
1133,5218,House Wren,2012,PA,76.90
1134,5222,House Wren,2012,VA,72.50
1135,5224,House Wren,2012,WI,88.50
1136,5225,House Wren,2012,WV,44.40
1137,5243,Carolina Wren,2012,TN,57.90
1138,5244,Carolina Wren,2012,TX,80.50
1139,5248,Bewick's Wren,2012,TX,84.00
1140,5283,Eastern Bluebird,2012,MB,76.90
1141,5285,Eastern Bluebird,2012,QC,86.70
1142,5286,Eastern Bluebird,2012,AL,92.90
1143,5288,Eastern Bluebird,2012,CT,70.00
1144,5290,Eastern Bluebird,2012,FL,81.50
1145,5291,Eastern Bluebird,2012,GA,70.90
1146,5292,Eastern Bluebird,2012,IA,50.00
1147,5293,Eastern Bluebird,2012,IL,65.70
1148,5294,Eastern Bluebird,2012,IN,83.30
1149,5295,Eastern Bluebird,2012,KS,70.70
1150,5296,Eastern Bluebird,2012,KY,73.90
1151,5298,Eastern Bluebird,2012,MA,82.10
1152,5299,Eastern Bluebird,2012,MD,73.20
1153,5301,Eastern Bluebird,2012,MI,70.00
1154,5302,Eastern Bluebird,2012,MN,72.40
1155,5303,Eastern Bluebird,2012,MO,75.20
1156,5305,Eastern Bluebird,2012,NC,70.80
1157,5307,Eastern Bluebird,2012,NH,84.60
1158,5308,Eastern Bluebird,2012,NJ,66.70
1159,5309,Eastern Bluebird,2012,NY,67.00
1160,5310,Eastern Bluebird,2012,OH,73.60
1161,5311,Eastern Bluebird,2012,OK,65.70
1162,5312,Eastern Bluebird,2012,PA,76.40
1163,5313,Eastern Bluebird,2012,SC,60.90
1164,5314,Eastern Bluebird,2012,TN,31.80
1165,5315,Eastern Bluebird,2012,TX,69.80
1166,5316,Eastern Bluebird,2012,VA,68.90
1167,5317,Eastern Bluebird,2012,VT,100.00
1168,5318,Eastern Bluebird,2012,WI,82.90
1169,5319,Eastern Bluebird,2012,WV,40.40
1170,5321,Western Bluebird,2012,CA,82.20
1171,5322,Western Bluebird,2012,CO,68.90
1172,5323,Western Bluebird,2012,ID,73.30
1173,5324,Western Bluebird,2012,OR,26.70
1174,5327,Mountain Bluebird,2012,AB,100.00
1175,5328,Mountain Bluebird,2012,CO,81.60
1176,5329,Mountain Bluebird,2012,ID,61.50
1177,5334,Mountain Bluebird,2012,UT,81.30
1178,5354,American Robin,2012,NY,53.80
1179,5355,American Robin,2012,OH,53.30
1180,5368,House Sparrow,2012,CT,11.80
1181,5371,House Sparrow,2012,MA,13.20
1182,5373,House Sparrow,2012,MI,37.50
1183,5381,House Sparrow,2012,OH,30.00
1184,5432,Prothonotary Warbler,2012,OH,88.20
1185,5460,Wood Duck,2011,CA,83.30
1186,5464,Wood Duck,2011,MD,80.00
1187,5479,Mourning Dove,2011,CA,55.60
